user_code;categoria;descricao;receita_total;valor_total;rentabilidade_produto;pl_total_mes_atual;rentabilidade_cdi_mes_atual;data_posicao
99;Ações;VBBR3;8,03439E+15;4,03911E+15;1,98866E+16;43460455;;07/11/2023
99;Custodia Remunerada;EVTC31;8,03439E+15;3,41355E+15;2,35299E+15;43460455;;07/11/2023
99;COE;XP Autocall Tech FANG - 5,5 anos - Obs. SEM - 28.07.2021;8,03439E+15;90000;8,9261E+14;43460455;;07/11/2023
99;COE;XP Eletrobras 2030 RF Pre - Cupom Semestral - EXCLUSIVO - 6y05m - 22.09.2023;8,03439E+15;20286171875;3,96033E+16;43460455;;07/11/2023
99;COE;XP Man Fundo Multimercado - IPCA + Alta Ilimitada - 5y - 06.10.2021;8,03439E+15;22785296875;3,52597E+16;43460455;;07/11/2023
99;COE;XP MAP Trend - Bidirecional Alavancado - 5,5 anos - 29.07.2021;8,03439E+15;5,84445E+14;1,37447E+16;43460455;;07/11/2023
99;COE;XP COE Cannabis - Alta Limitada - 5y - 27.04.2021;8,03439E+15;50000;1,60656E+16;43460455;;07/11/2023
99;Proventos;ITUB4;8,03439E+15;3,2161E+15;2,49043E+15;43460455;;07/11/2023
99;Custodia Remunerada;BOVA11;8,03439E+15;1,95177E+12;4,11625E+15;43460455;;07/11/2023
99;Renda Fixa;CRA PLANAGRI - JUN/2028;8,03439E+15;2,19286E+13;3,66372E+15;43460455;;07/11/2023
99;Proventos;BRCO11;8,03439E+15;3,33E+15;2,34239E+16;43460455;;07/11/2023
99;Proventos;BRZP11;8,03439E+15;6,6505E+15;1,20627E+16;43460455;;07/11/2023
99;Renda Fixa;DEB CSN MINERACAO - JUL/2037;8,03439E+15;2,43885E+13;3,29421E+16;43460455;;07/11/2023
99;Renda Fixa;CRA KLABIN - MAI/2034;8,03439E+15;9499140625;8,45712E+13;43460455;;07/11/2023
99;Renda Fixa;DEB SIMPAR - DEZ/2032;8,03439E+15;5,40651E+14;1,48578E+15;43460455;;07/11/2023
99;Proventos;CPLE6;8,03439E+15;1,4928E+16;5,34628E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BS2 - AGO/2026;8,03439E+15;3,72577E+12;2,15638E+15;43460455;;07/11/2023
99;Proventos;CMIG4;8,03439E+15;2,768E+15;2,80139E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO MASTER S/A - DEZ/2026;8,03439E+15;308671875;2,6028E+14;43460455;;07/11/2023
99;Renda Fixa;NTN-B - AGO/2030;8,03439E+15;8,59121E+13;9,35078E+15;43460455;;07/11/2023
99;Proventos;XPID11;8,03439E+15;2250;3,55504E+15;43460455;;07/11/2023
99;Renda Fixa;NTN-F - JAN/2031;8,03439E+15;1,05996E+13;7,57917E+15;43460455;;07/11/2023
99;Renda Fixa;CDB FIBRA - JUL/2025;8,03439E+15;1,08953E+14;7,37351E+15;43460455;;07/11/2023
99;Renda Fixa;CRA UBYFOL - JUL/2028;8,03439E+15;5,36358E+13;1,49767E+16;43460455;;07/11/2023
99;Tesouro Direto;NTN-B;8,03439E+15;5,3348E+11;1,506E+16;43460455;;07/11/2023
99;Tesouro Direto;NTN-B;8,03439E+15;1,86269E+13;4,31309E+16;43460455;;07/11/2023
99;Proventos;MULT3;8,03439E+15;6,007E+15;1,3156E+16;43460455;;07/11/2023
99;Proventos;CMIG4;8,03439E+15;2,768E+15;2,80139E+15;43460455;;07/11/2023
99;Renda Fixa;DEB RGE - CPFL ENERGIA - AGO/2025;8,03439E+15;2,18846E+13;3,67108E+15;43460455;;07/11/2023
99;Renda Fixa;DEB AES BRASIL - CAJUINA - JUN/2044;8,03439E+15;5,86596E+14;1,36943E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - OUT/2026;8,03439E+15;1,36287E+15;5,89088E+15;43460455;;07/11/2023
99;Renda Fixa;CRI TRADIMAQ - JUL/2029;8,03439E+15;5,69483E+13;1,41057E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO MASTER S/A - SET/2029;8,03439E+15;7,11451E+12;1,12914E+16;43460455;;07/11/2023
99;Renda Fixa;CDB Original - JUN/2026;8,03439E+15;4,93859E+12;1,62682E+16;43460455;;07/11/2023
99;Renda Fixa;CRA JSL - NOV/2025;8,03439E+15;3,26541E+12;2,46038E+16;43460455;;07/11/2023
99;Renda Fixa;CRA FS BIOENERGIA - FEV/2029;8,03439E+15;5,28088E+12;1,52112E+16;43460455;;07/11/2023
99;Renda Fixa;CDB OMNI FINANCEIRA - DEZ/2023;8,03439E+15;1,74163E+13;4,61288E+15;43460455;;07/11/2023
99;Renda Fixa;CDB FACTA FINANCEIRA - SET/2027;8,03439E+15;1,2996E+13;6,18173E+15;43460455;;07/11/2023
99;Renda Fixa;CRA FS BIO - DEZ/2029;8,03439E+15;5,32149E+14;1,50952E+16;43460455;;07/11/2023
99;Renda Fixa;CRA JSL - MAI/2025;8,03439E+15;5,05072E+13;1,59043E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 CONSIGNADO S.A. - FEV/2025;8,03439E+15;5,553E+11;1,4466E+16;43460455;;07/11/2023
99;Renda Fixa;DEB ENGIE - SET/2046;8,03439E+15;2,37021E+13;3,38959E+16;43460455;;07/11/2023
99;Renda Fixa;DEB RODOVIAS DO TIETÊ - JUN/2028;8,03439E+15;0;8,03439E+15;43460455;;07/11/2023
99;Proventos;XPLG11;8,03439E+15;6,474E+15;1,22215E+15;43460455;;07/11/2023
99;Tesouro Direto;NTN-B;8,03439E+15;1,77103E+11;4,5363E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - OUT/2026;8,03439E+15;1,36427E+16;5,88485E+16;43460455;;07/11/2023
99;Renda Fixa;DEB MOVIDA - JUN/2032;8,03439E+15;7672625;1,04701E+16;43460455;;07/11/2023
99;Renda Fixa;CRI ILUMISOL - AGO/2029;8,03439E+15;9,83401E+13;8,16917E+15;43460455;;07/11/2023
99;Renda Fixa;CRA MANTIQUEIRA - JUL/2026;8,03439E+15;1,06571E+12;7,53829E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - OUT/2026;8,03439E+15;50170171875;1,6014E+15;43460455;;07/11/2023
99;Renda Fixa;CRI BELENUS - ABR/2029;8,03439E+15;5,19601E+14;1,54596E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO MASTER S/A - MAR/2027;8,03439E+15;2,377E+13;3,37991E+15;43460455;;07/11/2023
99;Renda Fixa;DEB UNIDAS - ABR/2027;8,03439E+15;5,00025E+14;1,60648E+15;43460455;;07/11/2023
99;Renda Fixa;DEB MOVIDA - JUN/2032;8,03439E+15;5,41806E+14;1,48261E+16;43460455;;07/11/2023
99;Renda Fixa;CDB WILL FINANCEIRA - SET/2025;8,03439E+15;2,03914E+13;3,9399E+15;43460455;;07/11/2023
99;Proventos;HGCR11;8,03439E+15;1010;7,87685E+15;43460455;;07/11/2023
99;Renda Fixa;CDB FACTA FINANCEIRA - SET/2028;8,03439E+15;2,439E+12;3,29399E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - OUT/2026;8,03439E+15;4,86661E+12;1,65089E+16;43460455;;07/11/2023
99;Renda Fixa;CRI TRADIMAQ - JUL/2029;8,03439E+15;3,75168E+12;2,14097E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - MAI/2025;8,03439E+15;1,27573E+16;6,29296E+15;43460455;;07/11/2023
99;COE;XP Bolsa Americana - Call Spread Alavancado (2) - 5 anos - 28.05.2020;8,03439E+15;4,57869E+12;1,7547E+15;43460455;;07/11/2023
99;Renda Fixa;CDB MASTER - JUROS MENSAL - JURO MENSAL - FEV/2031;8,03439E+15;1,20534E+13;6,66513E+15;43460455;;07/11/2023
99;COE;XP MAN Multimercado - IPCA + Alta Ilimitada - 5y - 25.05.2023;8,03439E+15;5,09103E+14;1,57784E+14;43460455;;07/11/2023
99;Renda Fixa;CRA BRF - JUL/2030;8,03439E+15;6,02787E+14;1,33265E+16;43460455;;07/11/2023
99;Custodia Remunerada;VALE3;8,03439E+15;86515;9,28562E+15;43460455;;07/11/2023
99;Renda Fixa;CRA BRASKEM - DEZ/2028;8,03439E+15;2,69496E+13;2,98115E+16;43460455;;07/11/2023
99;COE;XP Índice de Ações Globais - IPCA + Alta Ilimitada - 5y - 28.10.2021;8,03439E+15;3,38405E+12;2,37412E+16;43460455;;07/11/2023
99;Renda Fixa;DEB RODOVIAS DO TIETÊ - JUN/2028;8,03439E+15;0;8,03439E+15;43460455;;07/11/2023
99;Fundos de Investimento;XP Crédito Estruturado 120 FIC FIM CP;8,03439E+15;37391578125;2,14866E+15;43460455;;07/11/2023
99;Renda Fixa;CDB MASTER - JUROS MENSAL - JURO MENSAL - JUL/2031;8,03439E+15;9,57026E+13;8,39428E+15;43460455;;07/11/2023
99;Produtos Estruturados;COLLAR UI BIDIRECIONAL - BOVA11;8,03439E+15;1,94754E+13;4,12519E+15;43460455;;07/11/2023
99;Renda Fixa;DEB MOVIDA - JUN/2029;8,03439E+15;5,31719E+14;1,51074E+16;43460455;;07/11/2023
99;Fundos de Investimento;Neuberger Berman US MultiCap Opportunities Dólar Advisory FIC FIA IE;8,03439E+15;6,00538E+12;1,33784E+16;43460455;;07/11/2023
99;Tesouro Direto;NTNB PRINC;8,03439E+15;3,09066E+13;2,59948E+16;43460455;;07/11/2023
99;Fundos de Investimento;Western Asset FIA BDR Nivel I;8,03439E+15;1,53665E+14;5,22818E+15;43460455;;07/11/2023
99;Renda Fixa;DEB AMBIPAR - JAN/2028;8,03439E+15;1,97093E+13;4,07624E+16;43460455;;07/11/2023
99;Fundos de Investimento;Kijani Asatala FIAgro - KJNT11;8,03439E+15;5,86143E+12;1,3707E+16;43460455;;07/11/2023
99;Renda Fixa;NTN-B - MAI/2045;8,03439E+15;1,24212E+12;6,46822E+12;43460455;;07/11/2023
99;Fundos de Investimento;Jive Distressed & SS IV Adv Qualificado -Trend PE XV FIC FIR;8,03439E+15;3,61596E+12;2,22186E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BS2 - OUT/2025;8,03439E+15;1,13037E+14;7,10712E+15;43460455;;07/11/2023
99;Fundos de Investimento;Jive Dist & Spec Sits IV Adv Qual FicFim CP - Modelo A;8,03439E+15;1,87383E+13;4,28744E+15;43460455;;07/11/2023
99;Renda Fixa;NTN-B - AGO/2028;8,03439E+15;4,26584E+14;1,88298E+16;43460455;;07/11/2023
99;Renda Fixa;DEB CSN MINERACAO - JUL/2032;8,03439E+15;567315625;1,41596E+16;43460455;;07/11/2023
99;Renda Fixa;CRA RAIZEN - AGO/2037;8,03439E+15;4,84622E+12;1,65783E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 CONSIGNADO S.A. - JAN/2026;8,03439E+15;2,41797E+13;3,32265E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO MASTER S/A - JURO MENSAL - OUT/2031;8,03439E+15;9,04786E+12;8,87889E+15;43460455;;07/11/2023
99;Renda Fixa;CRI BELENUS - ABR/2029;8,03439E+15;4,18852E+12;1,91773E+15;43460455;;07/11/2023
99;Renda Fixa;NTN-B - MAI/2045;8,03439E+15;5,13982E+12;1,56314E+16;43460455;;07/11/2023
99;Renda Fixa;CRI AIZ - AGO/2026;8,03439E+15;6,01342E+14;1,33585E+16;43460455;;07/11/2023
99;Renda Fixa;CDB OMNI FINANCEIRA - DEZ/2023;8,03439E+15;1,86603E+13;4,30537E+15;43460455;;07/11/2023
99;Renda Fixa;CDB AGIBANK - JUL/2027;8,03439E+15;33067328125;2,42963E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - DEZ/2026;8,03439E+15;3,83744E+14;2,09314E+14;43460455;;07/11/2023
99;Renda Fixa;CRA AGROINSUMOS - MAI/2030;8,03439E+15;5,4049E+14;1,48622E+16;43460455;;07/11/2023
99;Tesouro Direto;NTN-B;8,03439E+15;4,86352E+12;1,65193E+16;43460455;;07/11/2023
99;Proventos;VILG11;8,03439E+15;3,604E+16;2,16911E+16;43460455;;07/11/2023
99;Ações;ABCB10;8,03439E+15;1,20184E+16;6,67951E+14;43460455;;07/11/2023
99;Renda Fixa;NTN-B - MAI/2055;8,03439E+15;68352421875;1,17542E+16;43460455;;07/11/2023
99;Ações;ABCB4;8,03439E+15;1,3739E+16;5,84743E+15;43460455;;07/11/2023
99;Renda Fixa;CRI MRV - SET/2032;8,03439E+15;5,06411E+13;1,58622E+14;43460455;;07/11/2023
99;Ações;ALUP11;8,03439E+15;2,26058E+16;3,55397E+15;43460455;;07/11/2023
99;Renda Fixa;DEB VAMOS - JUN/2031;8,03439E+15;2,24503E+13;3,57858E+14;43460455;;07/11/2023
99;Ações;B3SA3;8,03439E+15;2,62309E+16;3,06284E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BS2 - AGO/2026;8,03439E+15;2,60772E+13;3,07982E+16;43460455;;07/11/2023
99;Ações;BBSE3;8,03439E+15;7,70288E+15;1,0429E+16;43460455;;07/11/2023
99;Renda Fixa;DEB CSN MINERACAO - JUL/2032;8,03439E+15;5,35129E+14;1,50111E+16;43460455;;07/11/2023
99;Ações;BEEF3;8,03439E+15;1,07846E+16;7,44918E+16;43460455;;07/11/2023
99;Renda Fixa;CRA UBYFOL - OUT/2025;8,03439E+15;2,29989E+15;3,49186E+16;43460455;;07/11/2023
99;Ações;BOVA11;8,03439E+15;0;8,03439E+15;43460455;;07/11/2023
99;Renda Fixa;DEB VIARONDON - DEZ/2034;8,03439E+15;2,5014E+13;3,21183E+15;43460455;;07/11/2023
99;Ações;CMIG4;8,03439E+15;7,90425E+15;1,01634E+16;43460455;;07/11/2023
99;Proventos;TEPP11;8,03439E+15;5,632E+15;1,40167E+16;43460455;;07/11/2023
99;Ações;CPLE6;8,03439E+15;8,22736E+14;9,76427E+15;43460455;;07/11/2023
99;Renda Fixa;CRI AIZ - AGO/2026;8,03439E+15;1,03286E+13;7,77803E+15;43460455;;07/11/2023
99;Ações;CSUD3;8,03439E+15;5,976E+15;1,34422E+15;43460455;;07/11/2023
99;Proventos;VISC11;8,03439E+15;110;6,69532E+15;43460455;;07/11/2023
99;Ações;E9TC11;8,03439E+15;0;8,03439E+15;43460455;;07/11/2023
99;Renda Fixa;CDB AGIBANK - JUL/2025;8,03439E+15;1,27828E+16;6,28042E+14;43460455;;07/11/2023
99;Ações;EVTC31;8,03439E+15;0;8,03439E+15;43460455;;07/11/2023
99;Renda Fixa;FIDC CONSIGNADO INSS - MAR/2030;8,03439E+15;7,45489E+12;1,07759E+16;43460455;;07/11/2023
99;Ações;ITUB4;8,03439E+15;3,06077E+16;2,62487E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 CONSIGNADO S.A. - DEZ/2025;8,03439E+15;6,68278E+13;1,20207E+16;43460455;;07/11/2023
99;Ações;MRVE3;8,03439E+15;5,11774E+15;1,5696E+15;43460455;;07/11/2023
99;Renda Fixa;DEB CSN MINERACAO - JUL/2037;8,03439E+15;1,2706E+13;6,32283E+15;43460455;;07/11/2023
99;Ações;MULT3;8,03439E+15;8,27102E+14;9,71273E+14;43460455;;07/11/2023
99;Renda Fixa;DEB PETRO RIO JAGUAR PETROLEO - AGO/2032;8,03439E+15;4,13303E+14;1,94347E+16;43460455;;07/11/2023
99;Ações;RRRP3;8,03439E+15;9,07696E+14;8,85043E+14;43460455;;07/11/2023
99;Renda Fixa;CRA MASUTTI - OUT/2026;8,03439E+15;1,512E+11;5,31339E+14;43460455;;07/11/2023
99;Ações;VALE3;8,03439E+15;8,93551E+15;8,99051E+14;43460455;;07/11/2023
99;Renda Fixa;DEB AEGEA - OUT/2028;8,03439E+15;6,84307E+14;1,17392E+16;43460455;;07/11/2023
99;Ações;VAMO3;8,03439E+15;1,05428E+16;7,62003E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO XP S.A. - JUN/2026;8,03439E+15;5,21895E+12;1,53943E+16;43460455;;07/11/2023
99;Custodia Remunerada;MULT3;8,03439E+15;8,5158E+13;9,43357E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - NOV/2026;8,03439E+15;96215140625;8,35035E+12;43460455;;07/11/2023
99;COE;XP Man Fundo Multimercado - IPCA + Alta Ilimitada - 5y - 29.09.2021;8,03439E+15;1,1406E+13;7,04337E+15;43460455;;07/11/2023
99;Renda Fixa;DEB METRORIO - DEZ/2031;8,03439E+15;3,32083E+12;2,41932E+15;43460455;;07/11/2023
99;COE;XP Global Opportunity - IPCA + Alta Ilimitada - 5y - 27.10.2021;8,03439E+15;2256540625;3,56033E+16;43460455;;07/11/2023
99;Renda Fixa;CRA ZILOR - OUT/2026;8,03439E+15;4,35465E+12;1,84497E+16;43460455;;07/11/2023
99;COE;MS Morgan Stanley Global Opportunity: Alta Alavancada - 3,5 anos - 16.07.2021;8,03439E+15;100000;8,03358E+14;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 S.A. - NOV/2025;8,03439E+15;9,98817E+13;8,0431E+15;43460455;;07/11/2023
99;COE;XP Man Fundo Multimercado - IPCA + Alta Ilimitada - 5y - 30.08.2021;8,03439E+15;4,25594E+11;1,88776E+16;43460455;;07/11/2023
99;Renda Fixa;CRA OLFAR - MAI/2026;8,03439E+15;4,87196E+14;1,64877E+15;43460455;;07/11/2023
99;Custodia Remunerada;B3SA3;8,03439E+15;41481359375;1,93682E+16;43460455;;07/11/2023
99;Renda Fixa;CRI MOVIDA - JUN/2028;8,03439E+15;7726809375;1,03979E+16;43460455;;07/11/2023
99;COE;XP Dragões Asiáticos (China e Taiwan) - Alta Limitada - 5y10m - 29.04.2021;8,03439E+15;50000;1,60656E+16;43460455;;07/11/2023
99;Renda Fixa;CRA AGROINSUMOS - MAI/2030;8,03439E+15;9,87028E+12;8,13915E+15;43460455;;07/11/2023
99;COE;MS MAP Trend - Bidirecional Alavancado - 5,5 anos - 14.05.2021;8,03439E+15;1,51848E+12;5,29074E+15;43460455;;07/11/2023
99;Renda Fixa;CRA NORTOX - JUN/2025;8,03439E+15;5,71761E+14;1,40495E+16;43460455;;07/11/2023
99;Fundos de Investimento;XP Crédito Estruturado 360 FIC FIM CP;8,03439E+15;1,22645E+12;6,5509E+11;43460455;;07/11/2023
99;Renda Fixa;CRA USINA CORURIPE - DEZ/2025;8,03439E+15;5,54234E+13;1,44938E+15;43460455;;07/11/2023
99;Fundos de Investimento;Trend Investback FIC FIRF Simples;8,03439E+15;5,82E+15;1,35716E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 CONSIGNADO S.A. - JAN/2026;8,03439E+15;1,3253E+16;6,05775E+15;43460455;;07/11/2023
99;Fundos de Investimento;XP Debêntures Incentivadas CP FIC FIM;8,03439E+15;3,17623E+11;2,52945E+16;43460455;;07/11/2023
99;Proventos;KNCR11;8,03439E+15;1,1988E+16;6,64658E+15;43460455;;07/11/2023
99;Fundos de Investimento;Absolute Hedge FIC FIM;8,03439E+15;5,01955E+12;1,60059E+16;43460455;;07/11/2023
99;Renda Fixa;CDB WILL FINANCEIRA - FEV/2025;8,03439E+15;5,53799E+13;1,45051E+16;43460455;;07/11/2023
99;Fundos de Investimento;Kapitalo Kappa FIN FIC FIM;8,03439E+15;9,01672E+11;8,91045E+12;43460455;;07/11/2023
99;Renda Fixa;DEB ETB ALUPAR - FEV/2029;8,03439E+15;1,24822E+13;6,43616E+15;43460455;;07/11/2023
99;Fundos de Investimento;Gávea Macro Advisory FIC FIM;8,03439E+15;9351978125;8,59102E+11;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO MASTER S/A - JUN/2029;8,03439E+15;1,97332E+11;4,07129E+16;43460455;;07/11/2023
99;Fundos de Investimento;Hashdex 20 Nasdaq Crypto Index FIC FIM;8,03439E+15;4,54994E+12;1,76578E+16;43460455;;07/11/2023
99;Fundos de Investimento;Hashdex 40 Nasdaq Crypto Index FIC FIM;8,03439E+15;3,05419E+13;2,63053E+14;43460455;;07/11/2023
99;Fundos de Investimento;Morgan Stanley Risco Dinâmico Advisory FIC FIM IE;8,03439E+15;2,12014E+12;3,78937E+16;43460455;;07/11/2023
99;Fundos de Investimento;MS Global Opportunities Dólar Advisory FIC FIA IE;8,03439E+15;1,33263E+13;6,0285E+15;43460455;;07/11/2023
99;Fundos de Investimento;JP Morgan Global Income FIC FIM IE Classe A;8,03439E+15;3,18056E+11;2,52601E+16;43460455;;07/11/2023
99;Fundos de Investimento;Principal Global High Yield FIM IE;8,03439E+15;2,24073E+12;3,58544E+15;43460455;;07/11/2023
99;Fundos de Investimento;M Global Opportunity Advisory FIC FIA IE;8,03439E+15;8,13131E+14;9,87959E+15;43460455;;07/11/2023
99;Fundos de Investimento;Trend Bolsa Americana Alavancado FIA;8,03439E+15;9,98541E+11;8,04532E+15;43460455;;07/11/2023
99;Fundos de Investimento;Trend Bolsas Europeias FIM;8,03439E+15;1,03378E+14;7,77109E+15;43460455;;07/11/2023
99;Fundos de Investimento;J Asia Growth Advisory FIA IE;8,03439E+15;7,36967E+12;1,09005E+16;43460455;;07/11/2023
99;Proventos;ITUB4;8,03439E+15;2,06E+16;3,71962E+16;43460455;;07/11/2023
99;Proventos;XPID11;8,03439E+15;1350;5,90764E+15;43460455;;07/11/2023
99;Renda Fixa;DEB RUMO - FEV/2029;8,03439E+15;8,4336E+11;9,52653E+12;43460455;;07/11/2023
99;Proventos;PVBI11;8,03439E+15;665;1,19028E+15;43460455;;07/11/2023
99;Renda Fixa;CRA BEM BRASIL - JUL/2025;8,03439E+15;7,26804E+14;1,10392E+15;43460455;;07/11/2023
99;Proventos;LGCP11;8,03439E+15;3,08E+16;2,52654E+15;43460455;;07/11/2023
99;Renda Fixa;CDB PINE - JAN/2026;8,03439E+15;129071875;6,22426E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO PAN S/A - OUT/2026;8,03439E+15;7,33526E+11;1,0953E+15;43460455;;07/11/2023
99;Proventos;HTMX11;8,03439E+15;1,887E+15;4,23531E+15;43460455;;07/11/2023
99;Renda Fixa;CRI AIZ - OUT/2026;8,03439E+15;8,04806E+14;9,98177E+15;43460455;;07/11/2023
99;Renda Fixa;CRI NATURA - SET/2029;8,03439E+15;5,61369E+14;1,43096E+16;43460455;;07/11/2023
99;Renda Fixa;CRI BELENUS - ABR/2029;8,03439E+15;1,72507E+12;4,65717E+15;43460455;;07/11/2023
99;Renda Fixa;DEB METRORIO - DEZ/2031;8,03439E+15;1,80816E+13;4,44316E+14;43460455;;07/11/2023
99;Renda Fixa;CRI DURLI COUROS - FEV/2027;8,03439E+15;7,72551E+11;1,03985E+16;43460455;;07/11/2023
99;Proventos;HYPE3;8,03439E+15;5,052E+15;1,55947E+16;43460455;;07/11/2023
99;Renda Fixa;CRA JBS - DEZ/2031;8,03439E+15;3,33321E+13;2,40968E+16;43460455;;07/11/2023
99;Proventos;CPLE6;8,03439E+15;1,3612E+15;5,85938E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO CNH CAPITAL S/A - JUN/2027;8,03439E+15;7,92269E+13;1,01397E+15;43460455;;07/11/2023
99;Renda Fixa;DEB ZILOR - JUL/2034;8,03439E+15;1,04437E+15;7,6857E+15;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO RODOBENS S/A - OUT/2028;8,03439E+15;1,65774E+13;4,8463E+15;43460455;;07/11/2023
99;Renda Fixa;DEB PETROBRAS - SET/2034;8,03439E+15;83864125;9,58013E+11;43460455;;07/11/2023
99;Renda Fixa;CRA VALE DO TIJUCO - JAN/2029;8,03439E+15;5,50405E+13;1,45946E+16;43460455;;07/11/2023
99;Renda Fixa;CDB PINE - OUT/2026;8,03439E+15;3,1576E+13;2,54438E+15;43460455;;07/11/2023
99;Renda Fixa;CRA UBYFOL - JUL/2028;8,03439E+15;4,24539E+13;1,89205E+16;43460455;;07/11/2023
99;Renda Fixa;CRA MARFRIG - OUT/2032;8,03439E+15;5,24568E+14;1,53133E+16;43460455;;07/11/2023
99;Renda Fixa;DEB EQUATORIAL GOIAS - ABR/2031;8,03439E+15;1,11605E+12;7,19887E+12;43460455;;07/11/2023
99;Renda Fixa;CDB FIBRA - ABR/2025;8,03439E+15;3,85395E+14;2,08417E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 CONSIGNADO S.A. - DEZ/2025;8,03439E+15;1,30619E+16;6,14628E+15;43460455;;07/11/2023
99;Renda Fixa;CRA VAMOS - FEV/2024;8,03439E+15;1,25738E+16;6,38468E+15;43460455;;07/11/2023
99;Renda Fixa;CRA MARFRIG - AGO/2030;8,03439E+15;1,83902E+12;4,36861E+15;43460455;;07/11/2023
99;Renda Fixa;DEB MOVIDA - JUN/2028;8,03439E+15;1,29808E+14;6,18896E+15;43460455;;07/11/2023
99;Renda Fixa;CRA VAMOS - JAN/2030;8,03439E+15;88622578125;9,06574E+11;43460455;;07/11/2023
99;Saldo Projetado;Saldo CC;8,03439E+15;1,08976E+12;7,37195E+15;43460455;;07/11/2023
99;Renda Fixa;CRA KLABIN - MAI/2034;8,03439E+15;62970734375;1,27587E+16;43460455;;07/11/2023
99;Renda Fixa;NTN-B - MAI/2045;8,03439E+15;2,9846E+13;2,69185E+15;43460455;;07/11/2023
99;Proventos;HGRE11;8,03439E+15;5,382E+15;1,46559E+16;43460455;;07/11/2023
99;Renda Fixa;DEB COPEL DISTRIBUICAO - JUN/2031;8,03439E+15;5,59314E+11;1,43621E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO C6 S.A. - OUT/2025;8,03439E+15;1,42302E+14;5,64204E+15;43460455;;07/11/2023
99;Renda Fixa;CRA MASUTTI - OUT/2026;8,03439E+15;4,34157E+14;1,85014E+16;43460455;;07/11/2023
99;Renda Fixa;CDB BANCO MASTER S/A - OUT/2025;8,03439E+15;2,58836E+12;3,10393E+16;43460455;;07/11/2023
99;Renda Fixa;CDB FIBRA - OUT/2026;8,03439E+15;3773859375;2,1289E+15;43460455;;07/11/2023
99;Renda Fixa;DEB MOVIDA - JUN/2032;8,03439E+15;2,40262E+12;3,34388E+16;43460455;;07/11/2023
99;Renda Fixa;CRA JBS - ABR/2028;8,03439E+15;54489765625;1,47421E+16;43460455;;07/11/2023
99;Renda Fixa;DEB PETRO RIO JAGUAR PETROLEO - AGO/2032;8,03439E+15;77859765625;1,03177E+16;43460455;;07/11/2023
99;Renda Fixa;CDB AGIBANK - JUL/2026;8,03439E+15;1,18824E+16;6,75587E+15;43460455;;07/11/2023
99;Renda Fixa;DEB BRK MACEIO - JUN/2042;8,03439E+15;3,3827E+12;2,37507E+16;43460455;;07/11/2023
99;Renda Fixa;CDB MIDWAY - RIACHUELO S.A. - ABR/2024;8,03439E+15;2853253125;2,81577E+16;43460455;;07/11/2023
99;Custodia Remunerada;VALE3;8,03439E+15;8,50872E+13;9,44142E+15;43460455;;06/11/2023
99;Ações;B3SA3;8,03439E+15;2,62309E+16;3,06284E+16;43460455;;06/11/2023
99;COE;XP Man Fundo Multimercado - IPCA + Alta Ilimitada - 5y - 06.10.2021;8,03439E+15;2,278E+13;3,5268E+15;43460455;;06/11/2023
99;COE;XP Man Fundo Multimercado - IPCA + Alta Ilimitada - 5y - 29.09.2021;8,03439E+15;1,14033E+14;7,04503E+15;43460455;;06/11/2023
99;Ações;ABCB10;8,03439E+15;1,20184E+16;6,67951E+14;43460455;;06/11/2023
99;COE;XP Global Opportunity - IPCA + Alta Ilimitada - 5y - 27.10.2021;8,03439E+15;2,25603E+13;3,56113E+15;43460455;;06/11/2023
99;Ações;ABCB4;8,03439E+15;1,3739E+16;5,84743E+15;43460455;;06/11/2023
